ItiEuropeen	route	longueur	prD	depPrD	concessionPrD	absD	xD	yD	zD	prF	depPrF	concessionPrF	absF	xF	yF	zF
E401	N0176	40635	0	22	N	0	333243,15	6837884,72	0	41	22	N	70	299439,1	6825494,65	0
E5	N0182	1355	0	27	C	0	516953,73	6932182,12	0	1	27	C	355	516208,42	6933314,77	0
E5	N0182	786	1	27	C	355	516208,42	6933314,77	0	2	76	C	141	515804,75	6933884,11	0
E5	N0182	1309	1	76	N	0	515804,75	6933884,11	0	2	76	N	309	514656,13	6934457,2	0
E70	N0201	7263	0	73	N	0	930017,98	6499814,85	0	7	73	N	154	925418,13	6504322,74	0
E712	N0201	8829	0	73	N	0	930017,98	6499814,85	0	8	73	N	720	924808,93	6505656,24	0
E25	N0205	27758	0	74	C	0	999279,35	6540817,15	0	89	74	C	950	1004182,54	6535008,15	0
E42	N0225	10664	0	59	N	0	659969,09	7094882,72	0	10	59	N	679	652491,53	7101730,94	0
E17	N0227	6041	0	59	N	0	709125,14	7055891,37	0	5	59	N	1136	710089,28	7061351,5	0
E17	N0227A	499	2	59	N	0	709562,68	7058242,28	0	3	59	N	200	709617,96	7058719,1	0
E70	N0230	8437	34	33	N	0	420744,87	6417841,42	0	42	33	N	393	423297,88	6424915,77	0
E46	N0244	1878	0	51	N	0	778281,6	6904485,06	0	1	51	N	888	777526,76	6902843,12	0
E601	N0248	8967	0	79	N	0	433330,27	6577423,75	0	8	79	N	758	424568,4	6577426,2	0
E62	N0249	24243	0	44	N	0	362195,33	6690380,09	0	25	44	N	666	382105,89	6680789,59	0
E62	N0249	26665	0	49	N	0	382105,89	6680789,59	0	26	49	N	630	403641,92	6666933,34	0
E5	N0282	2619	0	76	N	0	498559,35	6936848,55	0	2	76	N	942	496093,45	6937183,47	0
E712	N0296	5588	0	13	N	0	896351,63	6273105,52	0	5	13	N	1040	898853,49	6276894,33	0
E402	N0338	8347	0	76	N	0	558165,96	6921333,01	0	7	76	N	940	560077,91	6927848,29	0
E15	N0346	15269	25	69	N	0	849399,6	6524746,61	0	40	69	N	883	852970,12	6513422,66	0
E54	N0406	6038	0	94	N	0	658860,2	6854085,05	0	5	94	N	1002	662932,52	6851542,13	0
E9	N0523	865	0	9	C	0	600927,48	6165326,2	0	1	9	C	565	600816,55	6164397,08	0
E9	N0523	4705	0	66	C	0	600816,55	6164397,08	0	5	66	C	450	603236,2	6160388,74	0
E713	N0532	10593	5	26	N	0	852599,65	6430234,13	0	15	26	N	170	859896,49	6437422,97	0
E70	N0543	6868	0	73	C	0	988427,65	6461782,82	0	7	73	C	568	989741,38	6455714,47	0
E80	N0572	4374	9	13	N	0	825706,6	6288343,16	0	12	13	N	1374	829971,13	6287897,71	0
E46	N0814	11140	0	14	N	0	459222,49	6901568,34	0	11	14	N	520	450462,84	6904418,06	0
E3	N0844	18508	15	44	N	700	358206,01	6684530,65	0	34	44	N	1017	351425,09	6694795,65	0
E27	N1019	15816	5	90	N	319	989584,5	6727590,58	0	20	90	N	1200	999961,6	6717913,58	0
E46	N1031	6840	0	60	N	0	683304,31	6923282,12	0	7	60	N	279	688806,34	6926387,34	0
E44	N1043	6061	11	8	N	0	843373,22	6955825,63	0	16	8	N	1083	837624,02	6956714,63	0
E46	N1043	6061	11	8	N	0	843373,22	6955825,63	0	16	8	N	1083	837624,02	6956714,63	0
E62	N1145	2518	0	3	N	0	655202,1	6577034,84	0	2	3	N	1025	657207,38	6578400,5	0
E3	N1174	8960	34	50	N	0	398110,87	6906038,37	0	43	50	N	830	398390,88	6914483,17	0
